AH1-V-ER0-M-EH2-N-T-AH0-L-IY0, GOVERNMENTALLY
EH1-JH-W-EY2, EDGEWAY
EY1-V-ER0-M-AH0-N, BRAVERMAN
IY1-S-ER0-CH-ER0-Z, RESEARCHERS RESEARCHERS'
AE1-K-W-EH2-L, BLACKWELL SNACKWELL
AE1-B-Z, ABBS ABS(2) BABBS BABS BLABS CAB'S CABS CRABBS CRABS DABBS DRABS GRABS HABS JABS LAB'S LABS LABS' PREFABS SAB'S SCABS SLABS STABS TABS
ER1-D-AH0-N-T, VERDANT
IH1-M-P-AH0-TH-IY0, SYMPATHY
IH1-V-AH0-K-AH0-B-L-IY0, UNEQUIVOCABLY
UW1-P-IY0-Z, GROUPIES RUPEES(2)
AH1-T-L-IH0-JH, RUTLEDGE
EH1-K-OW0, ALLECO BRECO BUTECO CANSECO COGECO COLECO CREKO DECECCO DECO DELGRECO DICECCO ECHO ECO(2) EKCO EKO EL-GRECO ENSECO GECKO GEKKO GRECCO GRECKO GRECO HECCO KRECKO MINPECO MLECKO NORECO PACHECO RECO(2) SECO
AE1-L-ER0-D, ALLARD BALLARD MALLARD STALLARD
IH1-L-AH0-P-OW2-N, FILIPPONE
EH1-L-AH0-P-M-AH0-N-T, DEVELOPMENT REDEVELOPMENT UNDERDEVELOPMENT
IH1-M-IH0-G-R-AH0-N-T-S, IMMIGRANTS'
AE1-CH-UW2-Z, STATUES
AH1-N-AH0-N, CUNNANE KINNUNEN RUNNIN' YOUNAN
AO1-R-V-AE0-K, HORVAC
EH1-N-AH0-M, DENHAM DENIM DENOMME GLENHAM(2) MENEM PHENOM PLENUM VENOM
IH1-M-AH0-D-EY2-T, INTIMIDATE
IH1-N-AH0-L, DWINELL FINNELL KINNELL LINNELL PINNELL QUINNELL SHINALL STINEL TINNELL
IH1-S-M-AH0-N, BUSEMAN CHISMAN CHRISMAN CRISMAN CRISSMAN RISSMAN WHISMAN WISSMAN WISSMANN
AE1-G-L-ER0-Z, STRAGGLERS
EY1-T-UW2-D-Z, ETUDES
IY1-N-CH-EH0-K, WIENCEK
OW1-L-B-IY0-Z, COLBY'S COLBYS
EH1-R-AE0-N-D, KRUGERRAND
IY1-CH-ER0-IH0-NG, FEATURING
AA1-L-IH0-G, BOLLIG
AY1-M-AH0-N-Z, HYMANS MCCLIMANS SIMON'S SIMONS
AH1-NG-G-AH0-L-OW2-Z, BUNGALOWS
EY1-V-ER0-AH0-T, FAVORITE
IY1-S-T-R-AE2-N-D, SEASTRAND
AA1-M-ER0-S-AH0-Z, COMMERCE'S
OW1-P-AH0-N-ER0-Z, OPENERS
EH1-G-Y-AH0-L-EY2-T-IH0-V, REGULATIVE
EH1-K-S-HH-AY0-M-ER0, DEXHEIMER
ER1-L-IY0-ER0, EARLIER
AE1-N-IH0-JH-ER0-Z, MANAGER'S
IH1-CH-K-R-IY2-K, RICHCREEK
EH1-S-AH0-N-B-R-IH0-NG-K, MESENBRINK
IH1-N-D-L-ER0-Z, SCHINDLER'S SHINDLER'S SWINDLERS
AW1-D-L-IY0, LOUDLY PROUDLY
AE1-G-AH0-N-AY2-Z-AH0-Z, AGONIZES
AA1-R-S-ER0, PARSER
AO1-L-D-AO0-R-F, WALDORF
AE1-N-AH0-S-T-AE2-N-Z, AFGHANISTAN'S
EH1-D-R-EH2-S-T, HEADREST
IH1-P-AH0-K-AH0-L, TYPICAL
OW1-K-S-M-EH0-N, SPOKESMEN
AE1-D-R-EY2, PADRE
EH1-M-B-L-IY0-W-UH2-M-AH0-N, ASSEMBLYWOMAN
EY1-V-R-AH0-T-S, FAVORITES(2)
AA1-L-AH0-S-K, MOLLUSK
AE1-D-K-AH0-N-S-AH0-N, ADKINSON
EH1-Y-OY0-N, LEJEUNE
AA1-L-ER0-HH-AY2-D, DOLLARHIDE
EH1-K-T-AH0-K-AH0-L, BESPECTACLE SPECTACLE
AW1-N-IH0-NG-L-IY0, FROWNINGLY
EH1-R-AH0-B-AH0-L-Z, PARABLES
AA1-B-JH-EH0-K-T, OBJECT
EH1-R-W-EH2-L, STAIRWELL
AA1-S-IH0-V-IH0-CH, MILOSEVICH RADOSEVICH
AO1-R-AH0-S-T-ER0-Z, FORESTERS
AW1-T-L-AO2, OUTLAW
IH1-N-D-EH0-K-S-AH0-Z, INDEX'S INDEXES
AH1-B-M-ER0-IY2-N-Z, SUBMARINE'S SUBMARINES
EH1-S-ER0-D, LESSARD SPESSARD
AH1-N-T-R-IY0-M-AH0-N, COUNTRYMAN
IH1-SH-L-ER0, ISHLER MISHLER TISHLER
AA1-S-B-ER0-G, FOSBERG OSBERG ROSBERG SCHLOSBERG VOSBERG VOSBURG VOSBURGH
AO1-R-T-EH0-N-T, PORTENT
IH1-N-F-IY2-L-D-ER0, INFIELDER
IH1-K-T-IH0-V, ADDICTIVE PREDICTIVE RESTRICTIVE VINDICTIVE
ER1-T-L-IH2-F, SHURTLEFF SHURTLIFF
AA1-K-R-AH0, OCHRA
IH1-G-ER0, BIGGAR BIGGER CRIGGER DIGGER NIGGER RIGOR RIGUEUR(2) SIGUR SLIGAR TRIGGER VIGER(2) VIGOR WIGGER
AE1-N-AH0-S-T-OW0-Z, ANASTOS
AE1-P-OW0-AA2-N, CHAPOTON
AE1-T-IY0-OW2-Z, PATIOS
EH1-D-AH0-T-AH0-B-L-IY0, CREDITABLY
UH1-R-OW0-S-AY2-AH0-N-T-AH0-S-T, NEUROSCIENTIST
AE1-R-AH0-K-AE2-N, FARAHKAN
UW1-L-UW0, HONOLULU KWAZULU QUAZULU SISULU
EH1-N-T-W-UH2-D, BRENTWOOD
UW1-G-L-ER0, BUEGLER KOOGLER KUGLER(2)
AO1-R-IY0-L, CORIELL
EY1-T-AH0-B-EY2-S-AH0-Z, DATABASES
UW1-T-R-AH0-S, BUTROS(2)
IY1-G-N-AH0, BENIGNA
AE1-M-P-L-ER0, SAMPLER
OW1-V-AA0-L-Y-AH0-V, KOVALYOV
AY1-T-R-OW2-P, TIGHTROPE
IH1-N-AH0-M-AY2-Z-AH0-Z, MINIMIZES
IH1-N-T-ER0-K-OW2, INTERCO
AA1-K-T-AH0-L, OCTAL
AE1-K-R-AH0-L, FACKRELL
AH1-T-ER0-K-AH2-P-S, BUTTERCUPS
AH1-M-ER0-ER0, SUMMEROUR
IH1-L-B-IY0, BILBY FILBY GILBEY GILBY KILBY MILBY PHILBY TRILBY
AY1-P-AH0-L-IH0-NG-ER0, KIPLINGER
UH1-R-G-W-IY0-AH0, MURGUIA
AA1-P-W-AA2-CH-AH0-Z, STOPWATCHES
AA1-R-T-S-AH0-N, HARTSON
AE1-N-AH0-T, GANNETT GRANAT GRANITE MANATT PLANET
EH1-T-S-N-AE0-Z, SPETSNAZ
IH1-K-T-AH0-M-AY0-Z-IH0-NG, VICTIMIZING
UW1-AH0-N-T-L-IY0, FLUENTLY
AO1-R-G-M-AH0-N, BORGMAN BORGMANN
AH1-S-L-AH0-N, RUSLAN
AH1-L-P-EH2-P-ER0, COLPEPPER
AA1-R-T-IH0-NG-ER0, HARTINGER
ER1-T-IH0-K-L-IY0, VERTICALLY
EH1-N-K-AO2-R-P-S, GENCORP'S
IH1-S-AH0-T-ER0-Z, SOLICITORS VISITORS'
ER1-G-AH0-N-F-IY2-L-D, BERGENFIELD
EH1-K-AH0-N-S-AY2-L, RECONCILE
AA1-N-AH0-S-T-EH2-R-IY0, MONASTERY
EY1-K-IY0-AH0-F-AY0-T, TRACHEOPHYTE
EH1-L-IH2-NG, GEHLING
UW1-P-ER0-AH0-T-IH0-V, RECUPERATIVE VITUPERATIVE
ER1-M-AH0-N-AH0-N-T-L-IY0, PERMANENTLY
EY1-JH-IY0-AH0-N, DEUKMEJIAN PELAGIAN
EY1-Y-S-IY0, HOREJSI
EY1-F-ER0-T, SEYFERT
IH1-N-OW0-V-EY2-T-ER0, INNOVATOR(2)
EY1-M-AO2-R, CLAYMORE DAMORE
EH1-L-AH0-S-T-R-EY2-T-ER0, TELESTRATOR
EH1-N-T-AH0-N-AH0-L-Z, SENTINELS
OW1-SH-AH0-N-IH0-NG, MOTIONING
UW1-G-AH0-N-AA2-T, HUGUENOT
AY1-K-S-T-R-AH0, DYKSTRA
AO1-R-N-IY0-AH0-S-T, THORNIEST
AY1-ER0-B-AH2-G, FIREBUG
OW1-S-IY0-AH0-NG, KAOHSIUNG
AY1-Z-AH0-K, ISAAC MCISAAC
EH1-V-IH0-NG-Z, LEVINGS
AE1-N-S-T-EH2-D, ANSTEAD
EH1-CH-IY0-OW0, RECIO
EY1-F-K-AA2-R-D-Z, SAFECARD'S
AH1-DH-ER0-L-AE2-N-D, MOTHERLAND
OY1-T-S-V-IH2-L, COITSVILLE
IH1-L-G-AH0-S, KILGUS WILGUS
IH1-P-AH0-L-S-T-IY0-N, SIPELSTEIN(2)
IY1-R-OY0, MCLEROY
ER1-OW0-D, FURROWED
UW1-JH-UW0, JUJU
EH1-D-ER0-L-AH0-N-D, NEDERLAND
AE1-NG-S-T-AH0-N, LANGSTON
AA1-R-G-Y-AH0-M-AH0-N-T, ARGUMENT
UH1-L-M-EH0-N, UELMEN
AH1-N-D-AH0-N-S-IY0-Z, REDUNDANCIES
AO1-R-N-AH0-D-EY2, HORNADAY
AH1-P, BUPP CHUPP CUP CUPP GRUPP HUPP KNUPP KRUPP LAY-UP PUP PUSH-UP RUPP RUPPE SCHLUP SCHRUPP SCHUPP SHUPP START-UP STRUPP STUPP SUP TRUPP UP UPP YUP
AH1-L-M-AH0-N-EY2-T-S, CULMINATES
AO1-R-IY0-T-EH2-L-IH0-NG, STORYTELLING
IY1-V-ER0-IH0-JH-D, LEVERAGED
AE1-N-IH0-K-Y-ER0, MANICURE
UW1-S-M-AH0-N-T-S, INDUCEMENTS
AA1-K-S-B-AH0-R-OW0, ROXBOROUGH
AA1-N-Z-ER0, WANZER
AO1-N-IH2-K-S, MICRONICS
AO1-N-S-ER0, COSPONSOR
AO1-R-K-S, BORK'S CORKS FORKS NEW-YORK'S STORKS UNCORKS YORK'S YORKS
AE1-S-AH0-D-ER0-SH-IH2-P-S, AMBASSADORSHIPS
AO1-R-M-Y-AH0-L-AH0, FORMULA
AO1-R-N-T-OW0, GORNTO
AO1-R-T-AY2-M, WARTIME
AW1-N-EH2-K-S, CROWNX
AE1-K-SH-AH0-N-AH0-B-AH0-L, ACTIONABLE
AA1-N-AH0-K-L-EY2-T, MONOCLATE
AE1-SH-N-AH0-S, BRASHNESS
ER1-AH0-D-Z, PREFERREDS
EY1-CH-AH0-L-Z, RACHEL'S RACHELS
AE1-S-T-ER0-M-AY2-N-D-AH0-D, MASTERMINDED
ER1-K-AH0-M-S-T-AE2-N-S, CIRCUMSTANCE
AH1-D-P-L-EY2-N, FLOODPLAIN
AA1-L-AY0, SZALAY
AO1-IY0, CAUGHEY MCCAUGHEY MCGAUGHEY MCGAUGHY SAUEY
EY1-K-IY0, ACHY AIKEY BAKEY BISUTEKI BLAIKIE BLAKEY BREAKEY BREAKY DEBAKEY FLAKY LAKEY REIKI SAIKI SEIKI SEKI SHAKY SHIGEKI
AE1-M-AH0-S-K-EY2-G-Z, AMOSKEAG'S
AO1-S-AH0-L, CAWSL KROSSEL WASIL WASSEL WASSELL
IH1-F-ER0-AH0-L, PERIPHERAL
IH1-K-T-AH0-M, DICTUM VICTIM
AA1-S-G-R-IH2-F, COSGRIFF
IH1-M-P-L-AE2-N-T-S, IMPLANTS(2)
AO1-F-ER0-S-AH0-N, KRISTOFFERSON
AE1-K-S-AH0-N-IY0, SAXONY
AY1-N-AA0-R, STINAR SYNAR(2)
IH1-N-TH-R-AH0-P, WINTHROP
IH1-R-D-N-AH0-S, WEIRDNESS
AE1-S-IH2-N, BASSIN CASSIN CHASIN KASSIN TASSIN YASIN YASSIN
EY1-S-T-EY2-SH-AH0-N, PLAYSTATION
AA1-G-B-ER2-N, COGBURN
AE1-D-AH0-L-T-S, ADULTS'(2) ADULTS(2)
AE1-N-AH0-S-T-AH0-N, ANNISTON
AE1-S-IH0-NG, AMASSING CLASSING GASSING HARASSING HASSING KASSING MASENG MASSING PASSING SURPASSING
AH1-N-T-R-IY0, COUNTRY
AH1-NG-K-SH-AH0-N-EH2-R-IY0, FUNCTIONARY
AW1-TH-ER0-D, SOUTHARD
EH1-D-JH-UW0-L-ER0, SCHEDULER(2)
ER1-B-OW0-L-D, HERBOLD
AO1-R-K-AH0-N-HH-EY2-G-AH0-N, BORKENHAGEN(2)
AA1-N-T-R-AE0-K-T-AH0-D, CONTRACTED SUBCONTRACTED
AE1-NG-G-OW0-L-AH0-N, ANGOLAN
AE1-S-T-R-AH0-F-IH2-Z-AH0-M, DIASTROPHISM
EH1-N-L-IY0-N-AH0-S, CLEANLINESS FRIENDLINESS(2)
EY1-D-AH0-L-M-AH0-N, EDELMAN(2)
AY1-AH0-T-EH2-R-IY0, DIETARY PROPRIETARY
EH1-K-L-AH0-S-T-AA0-N, ECCLESTON
IH1-N-IY0-IH2-R, MINNIEAR
AH1-N-D-B-IY0, SUNDBY
IH1-S-EH0-T, GRISSETT
IY1-B-AO0-R, SOBIBOR
IY1-M-ER0-Z, DEMERS DREAMERS FEMURS KREMERS LEMURS REAMER'S REAMERS SCREAMERS SIEMERS STEAMERS STREAMERS WIEMERS
IY1-N-OW0, AGOSTINO ALVINO AMBROSINO AMINO ANDANTINO ANDINO ANDREANO ANGELENO ANGELINO AQUILINO AQUINO ARDOLINO ARMELLINO ARPINO ARTINO ASTORINO ATORINO AUDINO AVELLINO BABINO BACINO BALDINO BAMBINO BARBARINO BARRADINO BELLINO BERARDINO BERNADINO BERNARDINO BERTINO BERTOLINO BETTINO BLANDINO BOCCHINO BONINO BOSCARINO BOTTINO BOVINO BUCCINO CALVINO CAMINO CANCINO CANINO CANNAVINO CAPPUCCINO CARINO CARLINO CARPINO CARRINO CASALINO CASINO CASSARINO CASSINO CATERINO CATINO CELESTINO CEREGHINO CERINO CHINO CIARAVINO CIMINO CIMMINO CINO CIOLINO CIRINO CITTADINO COCANINO COCONINO COLINO COMINO CONSENTINO CONSTANTINO CONTINO COPPOLINO CORRADINO CORSENTINO CORVINO COSENTINO COSTANTINO COUSINO COVINO COZZOLINO CRISPINO CUPERTINO CUTTINO D'AGOSTINO DAGOSTINO DARPINO DAVINO DEFINO DELFINO DELPINO DEMARINO DEMARTINO DENO DENTINO DEVINO DIMARINO DIMARTINO DIMINO DININO DINO DISABATINO ENCINO ESPINO FARINO FAUSTINO FAZZINO FERRANDINO FERRENTINO FILIPINO FINO FIORENTINO FIORINO FIRINO FLORENTINO FOLINO FORTINO FRANCHINO FRANKINO FURINO GALEANO GAMBINO GAMINO GARBARINO GAUDINO GENO GERBINO GIAMMARINO GIANINO GIANNINO GIARDINO GINO GODINO GRAVINO GREENO GUARDINO GUARINO GUDINO GUERINO GUGINO GULINO HINO INFANTINO IOVINO JALAPENO(2) JUSINO JUSTINO KARINO KENO LADINO LAGOMARSINO LANDINO LATINO LAUREANO LAURINO LEINO LENO(2) LINO LONGINO LORINO LUPPINO MAIORINO MANCINO MANDARINO MANGINO MARASCHINO MARCELINO MARCELLINO MARINO MARTINO MASCHINO MASINO MASSIMINO MENDICINO MENDOCINO MENINO MERENDINO MERINO MERLINO MIENO MINO MOLINO MONACHINO MONTAGNINO MONTESINO MORENO MORINO MORMINO MUSOLINO NEUTRINO NIENOW NINO OCCHINO ORSINO PACINO PALADINO PALLADINO PALMERINO PALOMINO PAOLINO PARRINO PASSANTINO PASSINO PASTORINO PATINO PAULINO PELINO PELLEGRINO PENNINO PERAINO PERINO PERRINO PETINO PETRINO PETROSINO PINO PITINO PIZZINO POLINO POLLINO POMICINO POSTINO RENO RESTAINO RODINO RUBINO RUFFINO SABATINO SABINO SALADINO SALATINO SALVINO SAMMARTINO SANDINO SANSEVERINO SANTINO SARACINO SAVARINO SAVINO SCARDINO SCARPINO SCIARRINO SCIORTINO SERAFINO SERINO SEVERINO SORTINO SORVINO SPARACINO SPINO TAMBURRINO TARANTINO THEANO TINO TOGNINO TOLENTINO TOMAINO TOMASINO TORINO TREVINO TROMBINO TROPEANO TUTINO TUZZOLINO VALENTINO VENTURINO VICINO VICTORINO VIZCAINO WINO YOSHINO ZACCAGNINO ZAFFINO ZAMPINO ZUNINO
IY1-S-W-IH2-M-EH0-N, POLICEWOMEN
IY1-V-L-AH0-S, SLEEVELESS
OW1-N-ER0-Z, DONOR'S DONORS DONORS' LONERS OWNER'S OWNERS OWNERS'
OW1-V-ER0-HH-IY2-T, OVERHEAT
IH1-N-D-AH0-L-B-ER0-G-ER0, KINDLEBERGER
AA1-N-T-IY0-AE2-K, PONTIAC
AH1-V-ER0-T-L-IY0, COVERTLY
AO1-R-IY2-Z, MORES(2)
OW1-L-D-R-AH0-M-Z, DOLDRUMS
UH1-B-SH, HUEBSCH
UH1-SH-K-AH0-Z, BABUSHKAS
UW1-T-AH0-N-Z, LOOTENS NEWTON'S RASPUTIN'S
AW1-ER0-D, BROWARD COWARD DEVOURED EMPOWERED FLOWERED GLOWERED HOWARD OVERPOWERED POWERED SCOURED SHOWERED SOURED TOWERED UNDERPOWERED
IH1-P-B-IH2-L-D-IH0-NG, SHIPBUILDING
AE1-K-S-AO2, HACKSAW
IH1-R-M-AH2-F, EARMUFF
IY1-N-S-AH0-N-T, DEVINCENT VINSANT
AE1-K-AH0-N-B-AA0-K, ACHENBACH
AH1-T-ER0-F-L-AY2-Z, BUTTERFLIES BUTTERFLY'S
OW1-S-IY0-AH0, CELOSIA DAMBROSIA DEROSIA DOSIA EUDOSIA
EH1-R-AH0-S-F-ER0-D, BERISFORD
IH1-M-P-AH0-T-AH0-N-T, IMPOTENT
AE1-N-AH2-P, CANUP
AH1-M-AH0-L-D, PUMMELED
EH1-R-IH2-S-AH0-Z, HARRIS'S
OW1-V-ER0-R-IY0-AE2-K-T-AH0-D, OVERREACTED
EH1-K-S-L-AH0-N-S-IY0, EXCELLENCY
EH1-CH-IY0, CAPECI KETCHIE MUSUMECI NECCI PECCI QUECHEE SKETCHY TECHY VECCI
UW1-SH-AH0-N-AH0-L-AY0-Z-AH0-Z, INSTITUTIONALIZES
AE1-L-AH0-F-OW2-N, ALLOPHONE
EH1-NG-K-M-AH0-N, SHENKMAN
AH1-P-D-EY2-T-S, UPDATES(2)
IH1-ZH-W-AH0-L-IY0, VISUALLY
AA1-R-M-AY2-K, CARMIKE
AE1-N-AH0-B, KANEB
EH1-N-K-OW0, GIOVENCO IVANYENKO LOURENCO MARCHENKO NORENKO RENCO
AH1-T-R-AH0-S-AH0-Z, BUTTRESSES
UH1-L-AH0-T, BULLET
AA1-T-AH0-N-S-T-IY2-N, SCHOTTENSTEIN
OW1-Z-IH0-NG-Z, CLOSINGS
AO1-R-N-AO0-F, FORNOFF
AW1-TH-P-IY2-S-AH0-Z, MOUTHPIECES
AE1-K-AH0-M-AY2-N, AKAMINE
AA1-T-AH0-N-AH0-S, BOTANISTS(3) MONOTONOUS
AE1-P-N-IH0-NG-Z, HAPPENINGS(2)
AO1-R-T-ER0-IH0-JH-AH0-Z, PORTERAGES
IY1-Z-AA2-N-Z, MESONS
EY1-S, ABASE ACE APACE ARIANESPACE BASE BASS(2) BRACE CAISSE CASE CAYCE CHACE CHASE CRACE DACE DEBASE DEFACE DEGRACE(2) DISGRACE DISPLACE DRACE EFFACE EMBRACE ENCASE ERASE FACE FRACE GLACE GRACE HEYSE INCASE INTERLACE LACE LAMBASTES(6) LEFT-BRACE MACE MISPLACE NACE PACE PLACE RACE REPLACE RETRACE RIGHT-BRACE SPACE THRACE TRACE VASE WACE
EH1-F-L-IY0, HEFFLEY HEFLEY PEFFLEY
IH1-S-AH0-T-AH0-N, ISETAN
IH1-S-L-AH0-M-AH0-S-T, ISLAMIST
IY1-G-R-EH2-S-T, SEGREST(2)
AO1-R-TH-AH2-P, NORTHUP
AA1-S-AH0-B-L-IY0, IMPOSSIBLY POSSIBLY
IH1-T-AH0-N-HH-AW2-S, RITTENHOUSE
EH1-D-G-R-EH0-N, EDGREN
AA1-R-M-B-OY2, FARMBOY
AO1-R-TH-AH0-N, WARTHEN
AA1-N-S-AH0-K-R-EY2-T, CONSECRATE
AA1-P-ER0, BOPPER CHOPPER CLOPPER COPPER CROPPER DROPPER GROPPER HOPPER IMPROPER KOPPER OPPER POPPER PROPER PROPPER SHOPPER STOPPER TOPOR TOPPER WHOPPER
AE1-D-V-ER0-T-AY2-Z-D, ADVERTISED
AE1-N-S-M-AH0-N, HANSMAN HANSMANN
EH1-JH-UH0-L-D, SCHEDULED
IY1-P-AE2-D-Z, KEYPAD'S KEYPADS
IY1-P-S, BEEPS CREEPS DEEPS EPES HEAPS JEEP'S JEEPS KEEPS LEAPS PEEPS REAPS SEEPS SHEEP'S SHEEPS SLEEPS STEEPS SWEEPS WEEPS
IY1-Z-ER0-M-AE2-N, TWEEZERMAN
IY1-B-OW2-L-T, SEABOLT
EH1-D-R-IH2-D-AH0-N, BEDRIDDEN
EH1-Z-IH2-N, RESIN
AA1-L-IH0-NG-ER0, BOLLINGER DOLLINGER HOLLINGER OLINGER OLLINGER SOLLINGER ZOLLINGER
AH1-N-D-ER0-S-T-AO2-R-IY0, UNDERSTORY
AA1-L-F-OW0-N-Z, ALFONS
IH1-G-L-UW0, IGLOO
OW1-S-T-S-K-R-IH2-P-T-S, POSTSCRIPTS(2)
OW1-M-Z, BIOMES COMBES COMBS DOME'S DOMES FOAMS GNOMES GROMES HOLMES HOME'S HOMES HOMES' NOME'S OHM'S OHMS ROAMS ROME'S THOMES TOMES
AA1-R-T-L-AH0-T-S, BARTLETT'S
IY1-K-AO0-N, RECON
UW1-CH-UW0-AH0-L, MASSMUTUAL PARIMUTUEL
IH1-D-AH0-N-D-AO2-R-F, MIDDENDORF
AW1-N-SH-AH0-L, HOUNSHELL
UW1-N-IH0-K-AH0-Z, TUNICA'S
UW1-P-W-EH2-R, GROUPWARE
AY1-AH0-S-IY2-N, BIOCINE MIOCENE PLIOCENE
AO1-L-SH-AH0-Z, WALSH'S
AA1-P-R-IH0-V-AH0, KOPRIVA
EH1-R-AH0-N-S, CLARENCE FORBEARANCE FOREBEARANCE TERENCE TERRANCE TERRENCE
AE1-B-L-OY0-D, TABLOID
EH1-R-P-AH0, SERPA
IH1-M-P-L-AH0-F-AH0-K-EY2-SH-AH0-N, OVERSIMPLIFICATION
IH1-N-D-AH0-N, GUINDON LINDEN LINDON LYNDEN LYNDON MCALINDEN MCLINDEN STRINDEN WINDON
AA1-L-B-R-IH0-K-T, VOLLBRECHT
OW1-W-ER0-D, CLOWARD GOWARD
EH1-T-S-G-ER0-Z, METZGER'S
OW1-CH-M-AH0-N-T, ENCROACHMENT
AY1-AH0-L-T-OW2-N, DIALTONE
ER1-K-OW2-S-ER2, MERCOSUR
EY1-TH-F-AH0-L, FAITHFUL UNFAITHFUL
IH1-S-AH0-N-B-IY0, LISENBEE(2) LISENBY
AH1-M-AH0-S-T, DUMBEST
EH1-K-T-R-AH0-K-Y-UW2-T, ELECTROCUTE
EY1-M-AH0-D-L-IY0, UNASHAMEDLY
IH1-G-B-AW2-M, KRIGBAUM
EH1-TH-AH0-S-K-OW2-P, STETHOSCOPE
OW1-L-CH-AE0-K, OLCZAK
EH1-R-AH0-M-AH0-N-T, EXPERIMENT
EH1-M-ER0-IH2-N, PREMARIN
AE1-K-G-R-AW2-N-D, BACKGROUND
IH1-R-AH0-L-AH0-N-T, VIRULENT
EH1-R-AH0-N-B-AA0-K, FEHRENBACH
AA1-N-AH0-V-ER0, CONOVER
EH1-L-AH0-S-IY0-Z, JEALOUSIES
UW1-AH0-L-Z-B-ER0-G, JEWELSBURG
UW1-P-ER0-F-AE2-M-L-IY0, SUPERFAMILY
UW1-N-AH0-T-S, UNIT'S UNITS UNITS'
AO1-NG-IH0-NG, BELONGING LONGING PROLONGING
AE1-S-T-ER0-M-AH0-N, MASTERMAN
AA1-R-T-F-EH2-L-T, HEARTFELT
EH1-S-K-AH0-M-OW2-Z, ESKIMOS
ER1-DH-ER0-D, FURTHERED
IH1-R-AA0-V, KIROV
AO1-R-S-IY2, DIVORCEE
EY1-N-Z-B-IH2-L, CRANESBILL
UW1-B-AH0-L-IY2, JUBILEE
IH1-N-AH0-M-AH0-M-Z, MINIMUMS
IH1-T-IY0-AH0-S, MAURITIUS
AE1-K-Y-ER0-AH0-T-L-IY0, ACCURATELY INACCURATELY
EH1-N-F-IY0-L-D-Z, ENFIELD'S
EY1-P-AH0-L-D, STAPLED
AO1-L-K-AA2-M-P, CALCOMP
OY1-S-CH-ER0-AY2-Z-ER0, MOISTURIZER
AE1-L-Y-UW0-JH-EH2-T-S, VALUJET'S
AO1-L-K-AH0-N-Z, BALKANS
AY1-AH0-F-AA0-R-M, BIOPHARM
AO1-R-AH0-S-EH2-T, MORRISETT
AO1-L-T-AH0-M-AO2-R, BALTIMORE
AH1-K-T-IH0-L, DACTYL
AY1-EY2, DAIEI
AY1-D-ER0-AH0-B-AE2-D, HYDERABAD(2)
IH1-R-IY0-L, MERIEL
EH1-N-R-IY0-Z, HENRY'S
AA1-SH-IY0-AH0, OSHEA QUASSIA
UW1-ER0-IH0-NG, DOERING
IY1-M-OW0-SH-AH0-N, EMOTION(2)
IH1-N-T-ER0-F-AE2-K-S, INTERFAX
IY1-M-Y-UW2, EMU
AA1-N-Z-AY0-L, VANZILE
ER1-P-AH0-L-D-IH0-NG, ERPELDING
IH1-N-F-AH0-N-T-R-IY0, INFANTRY
AA1-M-S-OW0-M-AH0-L-Z, KOMSOMOL'S
IY1-D-ER0-K-IH0-R, WIEDERKEHR
IY1-R-IY0-AH0, ALERIA IMPERIA OLIVERIA SERIA TIBERIA VALERIA
AA1-S-T-IH2-N, COSTIN MOSTYN
AA1-N-AH0-M-EY2-K-ER0, WANAMAKER WANNAMAKER
EH1-L-AH0-V-EY2-T-ER0, ELEVATOR
AA1-S-AH0-F-ER0-Z, PHILOSOPHERS
EH1-N-ER0-EY2-T, COGENERATE DEGENERATE(2) GENERATE REGENERATE VENERATE
EH1-D-HH-IH2-L, GLEDHILL
EH1-N-IH0-K-IH0-NG, ENNEKING
AA1-R-D-IH2-N, ARDIN BARDIN CARDIN GARDIN HARDIN JARDIN TEEGARDIN
AH1-L-AH0-G, MCCULLAGH
EH1-CH-UW0-AH0-L-IY0, PERPETUALLY
EH1-M-P-OW2-Z, TEMPOS
OW1-V-AH0-N-S, PROVANCE PROVENCE
AE1-NG-K-AH0-T, BLANKET
AA1-N-IY0-ER0, MONNIER
IH1-F-ER0-AH0-N-T, DIFFERENT INDIFFERENT(2)
AY1-K-L-AH0-S-S, CYCLISTS(4)
IH1-N-K-IY2-P-ER0, INNKEEPER
UW1-Z-ER0-IY0, USERY USURY(2)
AY1-L-IH2-S-T-S, STYLISTS
EY1-OW2-N, PAONE SAONE
IH1-L-V-IY0-AH0, SILVIA SYLVIA ZILVIA
AY1-K-AO2-L, GLYCOL
EH1-N-IH0-CH-AH0-Z, GREENWICH'S
OW1-L-W-IH2-N, SOLWIN
ER1-Z-AH0-L, HIRZEL WURZEL
EH1-S-K-OW0-B-AA2-R, ESCOBAR
ER1-K-S-T-R-EH0-S-ER0, BERKSTRESSER
IY1-L-Z, ABELES APPEALS AUTOMOBILES(2) BEALES BEALS CONCEALS CORNIEL'S DEAL'S DEALS EALES EELS FEELS FREELS HEALS HEELS IDEAL'S IDEALS JARRIEL'S KEELS KNEELS MEAL'S MEALS NEAL'S NEELS NEIL'S NEILS NIELS O'NEILL'S ORDEALS PEALS PEELS REALS REELS REPEALS RESEALS REVEALS SEAL'S SEALES SEALS SHIELS SKEELS SQUEALS STEALS STEEL'S STEELS VEALS WHEELS
